car_name,year,horsepower,mileage,fuel_type,transmission,owner_type,price
honda amaze vx i-vtec,2019,86.7,17.8,petrol,manual,first,9.31
honda civic 2006-2010 1.8 s at,2008,130.0,12.9,petrol,automatic,first,3.0
hyundai i20 magna 1.2,2015,81.83,18.6,petrol,manual,first,5.5
hyundai creta 1.6 crdi sx,2017,126.2,19.67,diesel,manual,first,13.3
audi q3 2012-2015 2.0 tdi quattro premium plus,2013,174.33,15.73,diesel,automatic,first,23.0
maruti alto 800 2016-2019 lxi,2018,47.3,24.7,petrol,manual,first,3.35
bmw x1 sdrive 20d exclusive,2012,177.0,15.06,diesel,automatic,third,10.0
hyundai i10 magna,2013,78.9,20.36,petrol,manual,first,2.95
volkswagen ameo 1.5 tdi highline,2016,108.62,21.66,diesel,manual,first,6.75
volkswagen polo petrol highline 1.2l,2010,73.9,16.47,petrol,manual,third,2.44
maruti ciaz vxi plus,2015,91.1,20.73,petrol,manual,first,5.85
volkswagen polo gt tsi,2015,103.5,17.21,petrol,automatic,first,7.4
hyundai xcent 1.1 crdi base,2016,71.0,24.4,diesel,manual,first,3.8
honda civic 2006-2010 1.8 s mt,2008,130.0,13.5,petrol,manual,first,3.8
honda city zx gxi,2008,78.0,17.7,petrol,manual,first,2.7
mahindra bolero zlx,2016,62.1,15.96,diesel,manual,first,7.21
honda city i vtec v,2016,117.3,17.4,petrol,manual,first,7.9
hyundai xcent 1.2 crdi s,2017,73.97,25.4,diesel,manual,first,4.2
renault duster 110ps diesel rxl,2014,108.45,19.01,diesel,manual,first,5.75
maruti a-star at vxi,2013,66.1,16.98,petrol,automatic,first,3.45
audi a4 2.0 tdi 177 bhp premium plus,2014,174.33,17.11,diesel,automatic,first,25.75
mahindra xuv500 w8 2wd,2018,140.0,16.0,diesel,manual,first,16.59
renault pulse petrol rxz,2014,74.96,18.06,petrol,manual,first,4.69
bmw 3 series 320d,2009,170.0,13.2,diesel,automatic,second,7.5
toyota innova crysta 2.4 gx mt,2016,147.8,13.68,diesel,manual,first,16.5
honda city 1.5 s mt,2009,118.0,17.0,petrol,manual,first,1.99
maruti swift vdi,2014,74.0,22.9,diesel,manual,first,5.25
renault duster 110ps diesel rxz plus,2013,108.45,19.64,diesel,manual,second,5.4
volkswagen polo 1.2 mpi comfortline,2014,74.0,16.47,petrol,manual,first,3.9
hyundai i20 active 1.2 s,2015,81.86,17.19,petrol,manual,first,5.8
bmw 5 series 2013-2017 520d luxury line,2014,190.0,18.12,diesel,automatic,first,30.5
maruti swift dzire ldi,2017,74.0,23.4,diesel,manual,first,5.6
mercedes-benz m-class ml 350 4matic,2012,165.0,0.0,diesel,automatic,first,23.0
maruti swift ldi,2015,74.0,28.4,diesel,manual,first,5.15
hyundai verna 1.6 crdi at sx option,2017,126.2,19.08,diesel,automatic,first,9.48
tata nano xta,2016,37.48,21.9,petrol,automatic,second,2.38
maruti swift dzire lxi,2009,85.8,17.5,petrol,manual,first,3.8
hyundai i20 asta option 1.2,2015,81.83,18.6,petrol,manual,second,5.5
hyundai i20 1.2 sportz,2010,80.0,17.0,petrol,manual,first,3.55
maruti ciaz zxi,2015,91.1,20.73,petrol,manual,first,6.35
land rover range rover 2.2l prestige,2015,187.7,12.7,diesel,automatic,first,36.0
tata indigo lx bsii,2005,70.0,16.1,diesel,manual,second,1.1
tata zest revotron 1.2t xm,2014,88.7,17.57,petrol,manual,first,3.7
mahindra xuv500 w10 1.99 mhawk,2016,140.0,16.0,diesel,manual,first,13.5
honda accord 2.4 at,2008,177.6,11.7,petrol,automatic,third,2.85
tata nano twist xt,2015,37.5,25.4,petrol,manual,second,2.13
hyundai elantra crdi s,2015,126.2,22.7,diesel,manual,first,7.75
tata indica v2 els,2017,69.0,25.0,diesel,manual,first,2.85
honda amaze s i-dtech,2014,98.6,25.8,diesel,manual,first,4.95
mahindra xuv500 w8 2wd,2012,140.0,15.1,diesel,manual,first,6.2
bmw x3 xdrive 20d expedition,2013,190.0,18.56,diesel,automatic,first,17.5
hyundai grand i10 1.2 kappa magna,2010,81.86,18.9,petrol,manual,first,2.25
maruti baleno zeta 1.2,2017,83.1,21.4,petrol,manual,first,6.75
hyundai verna 1.6 crdi at sx,2016,126.2,19.08,diesel,automatic,first,9.73
maruti ertiga vdi,2018,88.5,25.47,diesel,manual,first,8.49
mini cooper s carbon edition,2013,181.0,13.6,petrol,automatic,first,25.0
maruti ritz zdi,2015,73.94,23.2,diesel,manual,first,5.59
skoda laura l n k 1.9 pd at,2011,106.0,15.6,diesel,automatic,first,4.8
ford ecosport 1.5 dv5 mt titanium optional,2014,89.84,22.7,diesel,manual,first,5.45
hyundai i20 2015-2017 sportz 1.2,2017,81.83,18.6,petrol,manual,first,6.5
honda brio e mt,2015,86.8,19.4,petrol,manual,first,4.35
honda amaze s i-dtech,2013,98.6,25.8,diesel,manual,first,3.75
bmw 5 series 2003-2012 520d,2010,177.0,18.48,diesel,automatic,third,12.0
audi q7 3.0 tdi quattro premium plus,2014,241.4,12.07,diesel,automatic,first,32.0
hyundai grand i10 crdi magna,2015,70.0,24.0,diesel,manual,second,4.0
nissan micra diesel xv,2011,63.1,23.08,diesel,manual,first,2.6
hyundai grand i10 sportz,2016,82.0,18.9,petrol,manual,first,4.45
hyundai eon era,2015,55.2,21.1,petrol,manual,first,2.6
mercedes-benz new c-class c250 avantgarde,2011,186.0,11.74,petrol,automatic,first,16.0
land rover range rover 2.2l pure,2014,187.7,12.7,diesel,automatic,first,32.5
mahindra ssangyong rexton rx7,2016,184.0,11.18,diesel,automatic,first,13.85
maruti ciaz 1.4 delta,2018,91.1,20.73,petrol,manual,first,8.76
mercedes-benz r-class r350 4matic long,2014,272.0,11.8,petrol,automatic,first,23.68
maruti dzire amt vxi,2017,81.8,22.0,petrol,automatic,first,5.5
land rover range rover vogue se 4.4 sdv8,2013,335.3,11.49,diesel,automatic,second,65.81
renault duster 110ps diesel rxz,2013,108.45,19.01,diesel,manual,first,4.99
hyundai verna 1.6 sx,2013,126.32,22.32,diesel,manual,second,5.7
toyota corolla altis 1.8 vl cvt,2016,138.03,14.28,petrol,automatic,first,11.99
bmw 3 series sport,2016,190.0,21.76,diesel,automatic,second,29.99
ford ecosport 1.5 ti vct mt signature,2018,110.4,18.88,petrol,manual,first,9.5
maruti swift vdi bsiv,2014,74.0,25.2,diesel,manual,first,5.5
hyundai santa fe 4x4 at,2016,194.3,11.72,diesel,automatic,first,23.0
tata indica v2 dls,2013,53.5,17.2,diesel,manual,first,2.95
hyundai grand i10 crdi sportz,2015,70.0,24.0,diesel,manual,first,4.9
hyundai santro xing xl,2006,97.7,0.0,petrol,manual,third,1.3
maruti wagon r vxi amt,2016,67.0,22.5,petrol,automatic,first,4.25
mahindra xuv500 w10 2wd,2018,140.0,16.0,diesel,manual,first,16.36
audi a4 2.0 tdi,2009,147.51,16.55,diesel,automatic,first,9.95
volkswagen vento diesel highline,2012,103.6,20.54,diesel,manual,first,5.5
maruti vitara brezza zdi plus dual tone,2016,88.5,24.3,diesel,manual,first,8.25
maruti zen lx,2002,60.0,17.3,petrol,manual,first,0.95
hyundai i10 era,2016,68.05,19.81,petrol,manual,first,4.01
honda wr-v edge edition i-vtec s,2019,88.7,17.5,petrol,manual,first,8.2
honda city i dtec vx,2014,98.6,25.1,diesel,manual,second,6.2
toyota fortuner 4x2 4 speed at,2012,169.0,11.5,diesel,automatic,first,16.75
mahindra xuv500 at w10 fwd,2017,140.0,16.0,diesel,automatic,first,16.5
ford endeavour xlt tdci 4x4,2007,97.7,10.9,diesel,manual,third,3.75
ford figo diesel zxi,2012,68.05,20.0,diesel,manual,first,3.5
honda jazz 1.2 v cvt i vtec,2017,88.7,19.0,petrol,automatic,second,5.43
ford endeavour 3.2 titanium at 4x4,2017,197.0,10.91,diesel,automatic,first,30.35
nissan sunny xl cvt,2014,99.6,17.97,petrol,automatic,first,7.99
skoda octavia ambiente 1.9 tdi mt,2011,66.0,18.7,diesel,manual,first,3.59
chevrolet beat diesel lt,2012,57.6,25.44,diesel,manual,first,1.9
toyota camry w2 (at),2009,164.7,12.1,petrol,automatic,first,4.7
renault duster 110ps diesel rxz,2012,108.45,19.01,diesel,manual,first,7.25
mercedes-benz gla class 200 d style,2016,136.0,17.9,diesel,automatic,first,24.46
tata zest revotron 1.2t xms,2014,88.7,17.57,petrol,manual,second,3.9
hyundai i20 1.2 magna,2013,80.0,18.5,petrol,manual,first,5.15
maruti wagon r vxi amt1.2,2015,81.8,21.5,petrol,automatic,first,3.65
hyundai xcent 1.2 crdi s,2016,73.97,25.4,diesel,manual,first,5.0
honda city 1.5 s mt,2009,118.0,17.0,petrol,manual,first,2.3
hyundai accent gle,2001,94.0,13.2,petrol,manual,second,0.75
hyundai verna xi (petrol),2009,103.2,13.9,petrol,manual,second,1.85
ford figo petrol zxi,2010,70.0,15.6,petrol,manual,first,1.8
honda amaze s i-dtech,2014,98.6,25.8,diesel,manual,first,4.41
maruti wagon r lx bsii,2006,67.1,18.9,petrol,manual,first,2.0
maruti swift vdi bsiv,2014,97.7,17.8,diesel,manual,first,5.55
mercedes-benz e-class facelift,2014,258.0,13.0,diesel,automatic,first,31.75
audi a6 2011-2015 35 tdi technology,2015,174.33,17.68,diesel,automatic,first,32.0
mercedes-benz s class 2005 2013 s 350 cdi,2010,282.0,13.5,diesel,automatic,first,21.0
maruti swift dzire ldi,2010,73.9,19.3,diesel,manual,first,2.75
toyota corolla h2,2005,125.0,13.4,petrol,manual,first,2.64
mahindra scorpio s10 7 seater,2018,120.0,15.4,diesel,manual,first,14.19
maruti wagon r vxi,2017,67.04,22.5,petrol,manual,first,3.85
toyota fortuner 4x2 manual,2014,168.5,13.0,diesel,manual,first,15.5
maruti zen estilo 1.1 lx bsiii,2010,64.0,18.2,petrol,manual,first,1.9
tata nano cx,2014,37.48,25.4,petrol,manual,first,1.26
hyundai i20 magna,2009,80.0,18.5,petrol,manual,second,2.4
bmw 3 series 320d,2010,190.0,22.69,diesel,automatic,first,11.5
mahindra xuv500 w6 2wd,2014,140.0,16.0,diesel,manual,first,8.25
volkswagen vento ipl ii petrol trendline,2011,105.0,15.8,petrol,manual,first,2.75
skoda fabia 1.2 mpi classic,2009,70.0,17.5,petrol,manual,second,1.4
tata nano twist xt,2015,37.5,25.4,petrol,manual,first,2.9
ford figo diesel exi,2011,68.0,20.0,diesel,manual,first,2.4
volkswagen vento ipl ii petrol highline at,2013,105.0,14.8,petrol,automatic,first,4.75
land rover range rover hse dynamic,2018,187.7,12.7,diesel,automatic,first,44.76
honda city i dtec sv,2015,98.6,26.0,diesel,manual,first,6.22
renault kwid climber 1.0 amt,2018,67.0,22.5,petrol,automatic,first,4.5
hyundai grand i10 asta option,2015,82.0,18.9,petrol,manual,first,4.25
chevrolet cruze ltz at,2011,147.9,18.1,diesel,automatic,first,5.5
hyundai i20 1.4 asta,2017,88.73,22.54,diesel,manual,first,6.95
maruti alto k10 vxi ags,2018,67.1,24.07,petrol,automatic,first,4.56
hyundai creta 1.6 sx option diesel,2016,126.2,20.5,diesel,manual,first,13.82
honda amaze vx i-vtech,2016,86.7,18.0,petrol,manual,first,5.65
hyundai i20 active 1.4 sx dual tone,2016,88.73,21.19,diesel,manual,first,6.2
maruti celerio vxi,2014,67.04,23.1,petrol,manual,first,3.25
audi a4 2.0 tdi,2009,147.51,16.55,diesel,automatic,first,8.5
hyundai verna 1.4 crdi,2016,88.7,24.8,diesel,manual,first,7.25
renault fluence diesel e4,2013,78.0,21.8,diesel,manual,first,4.61
volkswagen polo 1.2 mpi highline,2016,74.0,16.2,petrol,manual,first,5.3
tata indigo lx,2012,70.0,17.0,diesel,manual,first,1.9
hyundai i10 sportz,2012,78.9,20.36,petrol,manual,first,3.09
bmw 7 series 730ld sedan,2007,258.0,16.46,diesel,automatic,second,9.5
hyundai creta 1.6 crdi at sx plus,2015,126.2,17.01,diesel,automatic,first,12.65
hyundai grand i10 magna,2016,82.0,18.9,petrol,manual,first,4.25
maruti ritz vdi,2011,73.9,21.1,diesel,manual,first,2.95
mahindra scorpio 2.6 slx crde,2006,120.0,10.5,diesel,manual,first,3.45
hyundai i10 era,2011,68.05,19.81,petrol,manual,first,3.3
tata safari storme 2012-2015 vx,2014,138.1,14.0,diesel,manual,first,8.0
honda civic 2006-2010 1.8 v mt,2009,130.0,13.5,petrol,manual,first,2.71
maruti zen estilo lxi bsiii,2012,67.1,18.2,petrol,manual,first,2.7
maruti swift dzire vdi,2012,74.0,23.4,diesel,manual,second,4.5
toyota fortuner 4x2 manual,2015,168.5,13.0,diesel,manual,second,18.75
maruti swift vdi,2014,74.0,28.4,diesel,manual,second,5.25
maruti wagon r duo lx bsiii,2012,58.2,26.2,lpg,manual,first,3.2
maruti dzire ldi,2017,73.75,28.4,diesel,manual,first,6.0
hyundai grand i10 asta,2014,82.0,18.9,petrol,manual,first,3.14
renault kwid rxl,2016,53.3,25.17,petrol,manual,first,2.55
tata indigo cs eglx bs iv,2012,64.08,15.64,petrol,manual,second,2.3
ford figo diesel titanium,2014,68.05,20.0,diesel,manual,first,5.65
porsche cayenne 2009-2014 diesel,2015,240.0,15.15,diesel,automatic,first,48.22
maruti alto k10 vxi,2016,67.1,24.07,petrol,manual,first,3.0
volkswagen vento 1.5 tdi highline,2015,103.2,20.34,diesel,manual,first,7.5
mahindra scorpio 2.6 slx crde,2005,120.0,10.5,diesel,manual,first,2.6
bmw x3 xdrive 20d luxury line,2018,190.0,18.56,diesel,automatic,first,61.25
honda city 1.5 v mt,2009,118.0,17.0,petrol,manual,second,3.5
mini cooper 3 door s,2016,189.08,17.44,petrol,automatic,first,28.95
mitsubishi pajero sport 4x4 at,2015,175.56,13.5,diesel,automatic,first,15.0
maruti swift dzire vdi,2012,73.9,19.3,diesel,manual,first,4.25
bentley continental flying spur,2006,552.0,8.6,petrol,automatic,first,59.0
maruti ertiga vdi,2013,88.76,20.77,diesel,manual,first,6.6
toyota innova 2.5 g4 diesel 7-seater,2007,102.0,12.8,diesel,manual,second,5.2
mercedes-benz new c-class c 200 kompressor elegance mt,2010,178.0,11.7,petrol,manual,first,10.0
mercedes-benz new c-class c 220 cdi be avantgare,2016,167.62,14.84,diesel,automatic,first,35.0
ford ecosport 1.5 dv5 mt titanium optional,2017,89.84,22.7,diesel,manual,first,8.75
toyota etios liva 1.2 g,2015,78.9,17.71,petrol,manual,first,4.57
hyundai i10 magna 1.2,2012,78.9,20.36,petrol,manual,first,2.5
hyundai santro lp - euro ii,2005,97.7,0.0,petrol,manual,first,1.75
land rover freelander 2 se,2014,147.51,12.39,diesel,automatic,first,20.11
toyota innova 2.5 v diesel 8-seater,2011,102.0,12.8,diesel,manual,first,7.8
hyundai i20 1.2 magna,2011,80.0,18.5,petrol,manual,first,3.61
hyundai santro xing xo erlx euro ii,2007,97.7,17.0,petrol,manual,second,1.11
nissan micra xv cvt,2015,75.94,19.15,petrol,automatic,first,4.6
bmw x6 xdrive 40d m sport,2015,308.43,15.87,diesel,automatic,first,85.0
honda city 1.5 v at,2015,118.0,16.8,petrol,automatic,first,5.25
honda amaze e i-dtech,2013,98.6,25.8,diesel,manual,second,3.3
toyota fortuner 3.0 diesel,2013,171.0,11.5,diesel,manual,second,17.75
land rover discovery sport sd4 hse luxury,2016,187.7,12.97,diesel,automatic,first,35.0
hyundai creta 1.6 crdi sx,2016,126.2,19.67,diesel,manual,first,13.39
chevrolet beat diesel lt,2012,56.3,25.44,diesel,manual,first,2.5
toyota innova crysta 2.8 gx at,2017,171.5,11.36,diesel,automatic,first,18.36
maruti swift dzire vdi,2015,74.0,23.4,diesel,manual,first,5.95
hyundai creta 1.6 crdi sx option,2015,126.2,19.67,diesel,manual,second,11.0
land rover range rover sport se,2014,255.0,12.65,diesel,automatic,second,64.75
honda amaze vx i-dtec,2017,98.6,25.8,diesel,manual,first,6.3
hyundai creta 1.6 sx plus dual tone petrol,2017,121.3,15.29,petrol,manual,first,11.94
volkswagen vento sport 1.2 tsi at,2014,103.5,18.19,petrol,automatic,first,5.95
honda city i dtec vx,2017,98.6,26.0,diesel,manual,first,11.0
hyundai creta 1.6 sx plus dual tone petrol,2017,121.3,15.29,petrol,manual,first,12.53
ford figo diesel titanium,2012,68.0,20.0,diesel,manual,second,3.75
bmw 5 series 2013-2017 530d m sport,2014,258.0,14.69,diesel,automatic,first,27.0
mitsubishi pajero 2.8 sfx 7str,2012,107.2,10.5,diesel,manual,first,9.95
renault duster 85ps diesel rxl option,2013,83.8,19.87,diesel,manual,first,4.2
maruti ritz vxi,2010,85.8,21.1,petrol,manual,second,2.0
hyundai grand i10 sportz,2013,82.0,18.9,petrol,manual,first,3.25
mercedes-benz gla class 200 cdi sport,2017,136.0,17.9,diesel,automatic,first,34.0
bmw 5 series 520d luxury line,2016,190.0,22.48,diesel,automatic,first,30.37
hyundai creta 1.6 sx plus petrol automatic,2018,121.3,13.0,petrol,automatic,first,12.6
renault kwid rxt optional,2019,53.3,25.17,petrol,manual,first,5.09
audi a4 3.0 tdi quattro,2014,241.4,14.94,diesel,automatic,first,24.5
maruti ciaz vdi shvs,2018,88.5,28.09,diesel,manual,second,7.97
honda jazz s,2011,90.0,16.0,petrol,manual,first,2.9
bmw 3 series 320d luxury line,2016,190.0,22.69,diesel,automatic,first,21.33
hyundai verna sx crdi at,2012,126.32,19.08,diesel,automatic,second,6.5
hyundai creta 1.4 crdi s plus,2016,88.7,21.38,diesel,manual,first,12.15
volkswagen vento 2013-2015 1.6 comfortline,2014,103.2,15.04,petrol,manual,first,4.25
bmw 3 series luxury line,2017,190.0,21.76,diesel,automatic,first,35.84
honda cr-v petrol 2wd,2004,152.0,14.4,petrol,automatic,third,3.0
renault duster 110ps diesel rxz awd,2012,108.45,19.72,diesel,manual,first,6.75
hyundai i20 asta 1.2,2014,81.83,18.6,petrol,manual,second,5.65
volkswagen jetta 2013-2015 2.0l tdi highline at,2013,138.03,16.96,diesel,automatic,second,7.5
hyundai creta 1.6 sx plus diesel,2018,126.2,19.67,diesel,manual,first,13.34
maruti ciaz vdi shvs,2016,88.5,28.09,diesel,manual,first,7.9
hyundai i20 asta 1.4 crdi,2015,88.73,22.54,diesel,manual,first,6.98
hyundai verna 1.6 sx vtvt,2014,121.3,17.01,petrol,manual,first,5.75
volkswagen polo diesel trendline 1.2l,2012,73.9,22.07,diesel,manual,first,2.65
volkswagen polo diesel trendline 1.2l,2011,73.9,22.07,diesel,manual,first,2.49
maruti sx4 vxi bsiii,2007,104.68,15.0,petrol,manual,second,1.5
honda mobilio rs option i dtec,2016,98.6,24.5,diesel,manual,first,6.5
renault duster 110ps diesel rxz plus,2013,108.45,19.64,diesel,manual,first,8.0
toyota fortuner 2.8 2wd at,2019,174.5,12.9,diesel,automatic,first,30.85
volvo xc60 d4 summum,2014,181.0,14.7,diesel,automatic,first,17.15
maruti celerio vxi at,2014,67.04,23.1,petrol,automatic,first,4.55
maruti ciaz zdi plus,2015,88.5,26.21,diesel,manual,second,7.4
audi q5 2008-2012 2.0 tdi,2013,167.6,12.8,diesel,automatic,first,25.64
bmw x1 sdrive 20d sportline,2013,184.0,17.05,diesel,automatic,second,13.5
ford figo petrol zxi,2013,70.0,15.6,petrol,manual,first,3.55
hyundai elantra crdi sx,2018,126.2,22.7,diesel,manual,first,15.0
hyundai verna 1.6 i abs,2007,103.2,13.9,petrol,manual,second,1.95
honda civic 2006-2010 1.8 s mt,2006,130.0,13.5,petrol,manual,second,2.3
toyota fortuner 4x4 mt,2013,168.5,12.55,diesel,manual,second,15.0
hyundai i10 sportz,2012,78.9,20.36,petrol,manual,first,3.15
nissan sunny 2011-2014 diesel xl,2012,84.8,21.64,diesel,manual,first,5.0
bmw 5 series 2013-2017 520d luxury line,2013,190.0,18.12,diesel,automatic,second,24.75
chevrolet optra magnum 2.0 lt,2008,123.7,16.52,diesel,manual,second,2.6
hyundai i10 asta,2011,78.9,20.36,petrol,manual,first,3.75
skoda laura ambiente,2009,106.0,17.5,diesel,manual,second,4.85
mercedes-benz e-class 2009-2013 e 220 cdi avantgarde,2013,170.0,10.0,diesel,automatic,first,27.0
honda amaze sx i-dtec,2014,98.6,25.8,diesel,manual,first,3.0
bmw x1 xdrive 20d xline,2017,190.0,20.68,diesel,automatic,first,28.75
toyota innova 2.5 g (diesel) 8 seater,2016,100.6,12.99,diesel,manual,first,14.49
porsche panamera 2010 2013 diesel,2013,394.3,7.5,diesel,automatic,first,72.0
nissan sunny xv d,2012,84.8,22.71,diesel,manual,second,4.0
maruti swift dzire ldi,2015,74.0,26.59,diesel,manual,second,4.5
maruti wagon r zxi amt 1.2,2019,81.8,21.5,petrol,automatic,first,6.25
volkswagen jetta 2013-2015 2.0l tdi highline at,2015,138.03,16.96,diesel,automatic,second,11.5
honda accord 2.4 inspire m/t,2009,180.0,9.8,petrol,manual,third,3.1
honda city i vtec v,2018,117.3,17.8,petrol,manual,first,10.11
hyundai verna 1.6 sx vtvt,2019,121.3,17.01,petrol,manual,first,11.54
maruti wagon r lx bsii,2006,67.1,18.9,petrol,manual,second,1.0
maruti swift dzire tour ldi,2013,74.0,23.4,diesel,manual,second,2.5
audi q5 2008-2012 2.0 tfsi quattro,2011,208.0,9.74,petrol,automatic,first,18.0
toyota etios cross 1.4 gd,2018,67.04,23.59,diesel,manual,first,6.85
hyundai i10 era 1.1 itech se,2012,68.05,19.81,petrol,manual,first,2.97
hyundai verna 1.6 vtvt,2013,121.3,17.01,petrol,manual,first,4.75
volkswagen polo 1.5 tdi highline,2018,88.8,20.14,diesel,manual,first,7.38
bmw 5 series 520d sport line,2017,187.74,22.48,diesel,automatic,first,42.75
hyundai i20 1.4 asta optional with sunroof,2010,90.0,23.0,diesel,manual,second,3.65
hyundai grand i10 asta option at,2017,82.0,18.9,petrol,automatic,first,5.99
toyota fortuner 4x2 4 speed at,2012,169.0,11.5,diesel,automatic,first,13.5
maruti baleno zeta automatic,2016,83.1,21.4,petrol,automatic,first,7.0
hyundai creta 1.6 sx plus petrol automatic,2016,121.3,13.0,petrol,automatic,first,10.95
hyundai i10 sportz,2013,78.9,20.36,petrol,manual,third,2.95
tata tigor xe diesel,2017,69.0,24.7,diesel,manual,first,5.5
skoda superb style 1.8 tsi at,2017,177.46,14.67,petrol,automatic,first,17.08
maruti swift dzire vdi,2015,74.0,26.59,diesel,manual,first,6.85
honda cr-v 2.0 at,2014,141.1,13.1,petrol,automatic,first,10.5
toyota innova 2.5 g (diesel) 8 seater bs iv,2010,102.0,12.8,diesel,manual,first,8.75
honda city 1.5 v mt,2010,118.0,17.0,petrol,manual,first,2.7
hyundai verna vtvt 1.6 at sx plus,2012,121.3,17.0,petrol,automatic,first,4.25
toyota etios 1.4 vxd,2018,67.04,23.59,diesel,manual,first,7.9
skoda superb elegance 1.8 tsi at,2011,157.75,13.7,petrol,automatic,second,4.5
nissan sunny 2011-2014 diesel xv,2012,84.8,21.64,diesel,manual,first,4.0
honda city 1.5 v mt exclusive,2012,118.0,17.0,petrol,manual,first,4.75
hyundai elite i20 diesel asta option,2018,88.76,22.54,diesel,manual,first,7.65
chevrolet optra 1.6 lt royale,2013,104.0,17.4,petrol,manual,second,3.47
honda amaze s i-vtech,2016,86.7,18.0,petrol,manual,first,5.64
volkswagen polo petrol comfortline 1.2l,2013,73.9,16.47,petrol,manual,first,2.95
maruti swift vdi,2016,74.0,22.9,diesel,manual,first,5.65
ford endeavour 3.0l 4x4 at,2012,153.86,11.4,diesel,automatic,first,8.41
maruti baleno lxi,2006,94.0,15.4,petrol,manual,third,0.85
maruti wagon r lx,2003,67.1,18.9,petrol,manual,second,0.8
volkswagen polo 1.5 tdi highline,2014,88.0,20.14,diesel,manual,first,5.65
hyundai verna 1.6 sx vtvt (o),2013,121.3,17.1,petrol,manual,first,4.5
maruti ciaz zdi plus shvs,2015,88.5,28.09,diesel,manual,first,6.9
toyota qualis fleet a3,2001,97.7,0.0,diesel,manual,fourth+,2.2
nissan sunny 2011-2014 diesel xl,2013,84.8,21.64,diesel,manual,first,4.0
skoda rapid 1.6 mpi ambition with alloy wheel,2015,103.52,15.0,petrol,manual,first,5.6
maruti eeco 7 seater standard,2016,73.0,15.1,petrol,manual,first,2.2
skoda rapid ultima 1.6 mpi ambition plus,2013,103.5,15.0,petrol,manual,first,4.0
toyota fortuner 4x4 mt,2014,168.5,12.55,diesel,manual,second,16.0
hyundai creta 1.6 crdi sx,2016,126.2,19.67,diesel,manual,first,12.6
hyundai i20 magna optional 1.2,2014,82.9,18.5,petrol,manual,first,4.79
maruti wagon r lxi cng,2015,58.16,26.6,cng,manual,first,3.65
honda city i dtec v,2016,98.6,26.0,diesel,manual,first,6.83
maruti 800 std,2002,37.0,16.1,petrol,manual,first,0.51
ford ikon 1.3 flair,2006,70.0,13.8,petrol,manual,second,0.69
maruti swift dzire lxi,2015,83.14,20.85,petrol,manual,first,4.65
honda city 1.5 v mt sunroof,2014,116.3,16.8,petrol,manual,first,6.49
hyundai verna crdi,2009,110.0,16.8,diesel,manual,first,2.9
hyundai verna 1.6 sx vtvt,2016,121.3,17.01,petrol,manual,first,7.4
renault kwid rxt,2016,53.3,25.17,petrol,manual,second,3.25
maruti wagon r lxi,2008,67.1,18.9,petrol,manual,second,1.95
hyundai grand i10 sportz,2015,82.0,18.9,petrol,manual,second,4.0
hyundai i20 1.2 asta,2017,81.83,18.6,petrol,manual,first,6.85
honda amaze s i-vtech,2015,86.7,18.0,petrol,manual,first,5.45
ford fiesta 1.4 duratorq zxi,2007,68.0,17.8,diesel,manual,first,1.99
hyundai verna sx crdi at,2014,126.32,19.08,diesel,automatic,first,8.99
toyota etios vd sp,2014,67.04,23.59,diesel,manual,first,6.5
honda jazz 1.2 v cvt i vtec,2018,88.7,19.0,petrol,automatic,first,9.27
hyundai verna 1.6 crdi sx,2015,126.2,23.9,diesel,manual,first,6.99
mercedes-benz cla 200 d sport edition,2019,136.0,17.9,diesel,automatic,first,36.76
skoda octavia elegance 1.8 tsi at,2017,177.5,14.7,petrol,automatic,first,17.08
chevrolet beat diesel ls,2013,57.6,25.44,diesel,manual,first,2.8
volkswagen polo diesel trendline 1.2l,2011,73.9,22.07,diesel,manual,first,2.49
maruti sx4 s cross ddis 200 zeta,2016,88.5,23.65,diesel,manual,first,8.85
honda city v mt,2011,116.3,16.8,petrol,manual,first,4.15
volkswagen vento 1.5 tdi highline,2017,108.5,20.64,diesel,manual,first,10.0
hyundai grand i10 1.2 kappa magna,2017,81.86,18.9,petrol,manual,first,4.75
renault kwid amt rxl,2017,67.0,24.04,petrol,automatic,first,3.2
maruti alto 800 lxi,2017,47.3,22.74,petrol,manual,first,3.28
ford ecosport 1.5 ti vct mt titanium,2013,110.0,15.8,petrol,manual,first,7.5
maruti baleno zeta,2018,83.1,21.4,petrol,manual,first,7.39
maruti ritz vdi,2013,73.94,23.2,diesel,manual,first,3.65
mercedes-benz e-class 280 cdi,2007,198.5,11.0,diesel,automatic,first,11.0
maruti ritz vdi,2012,73.94,23.2,diesel,manual,first,3.0
chevrolet beat diesel lt,2012,57.6,25.44,diesel,manual,second,2.25
maruti sx4 vxi bsiv,2010,103.3,15.5,petrol,manual,first,2.83
maruti omni 5 seater bsiv,2019,35.0,14.0,petrol,manual,first,4.11
mitsubishi pajero sport anniversary edition,2014,178.0,13.5,diesel,manual,first,14.7
mercedes-benz s class 2005 2013 s 300 l,2013,210.0,13.0,petrol,automatic,first,25.0
chevrolet beat diesel ls,2015,56.3,25.44,diesel,manual,first,2.35
ford figo 2015-2019 1.5d titanium mt,2017,99.0,25.83,diesel,manual,second,6.41
honda city i-vtec vx,2012,117.3,17.4,petrol,manual,first,5.75
mercedes-benz gla class 200 cdi sport,2016,136.0,17.9,diesel,automatic,second,17.55
